 -0.9 -0.9 0
 -0.679112 -0.87076 0.308857


 -0.9 -0.9 0
 -0.90015 -0.409394 -0.778477


 0.167412 0.724948 -3.13234
 -0.0547902 0.796398 -2.74797


 0.167412 0.724948 -3.13234
 0.527009 0.953601 2.61635


 0.813908 -0.582944 -1.85391
 0.725851 0.125378 -2.18605


 0.813908 -0.582944 -1.85391
 0.865193 -0.56074 -0.840653


 0.725851 0.125378 -2.18605
 0.638018 0.418734 2.94989


 0.725851 0.125378 -2.18605
 0.65839 0.817579 -1.81732


 0.638018 0.418734 2.94989
 0.167412 0.724948 -3.13234


 0.638018 0.418734 2.94989
 0.763865 0.472048 1.46355


 -0.691691 0.11635 -2.92279
 -0.54063 0.562856 3.02288


 -0.691691 0.11635 -2.92279
 -0.797679 0.0651177 1.93253


 0.527009 0.953601 2.61635
 0.444954 0.937902 2.29925


 0.65839 0.817579 -1.81732
 0.471512 0.604683 -2.24729


 0.65839 0.817579 -1.81732
 0.235419 0.884731 -1.5528


 0.65839 0.817579 -1.81732
 0.841027 0.879882 -0.443578


 0.471512 0.604683 -2.24729
 0.643426 0.642148 -2.57285


 0.235419 0.884731 -1.5528
 0.0920689 0.531452 -0.696598


 -0.679112 -0.87076 0.308857
 -0.823052 -0.259226 0.812057


 -0.679112 -0.87076 0.308857
 -0.551717 -0.913217 1.43651


 -0.679112 -0.87076 0.308857
 -0.141523 -0.836813 0.00345384


 -0.679112 -0.87076 0.308857
 -0.651119 -0.670433 0.656054


 -0.90015 -0.409394 -0.778477
 -0.885714 -0.49728 -0.560563


 -0.90015 -0.409394 -0.778477
 -0.482668 -0.512082 -1.67831


 -0.482668 -0.512082 -1.67831
 -0.643948 -0.589776 -1.15274


 -0.482668 -0.512082 -1.67831
 -0.526236 -0.686246 -3.04353


 -0.482668 -0.512082 -1.67831
 -0.765443 -0.734248 -2.02852


 -0.482668 -0.512082 -1.67831
 -0.436587 -0.678744 -1.79705


 -0.482668 -0.512082 -1.67831
 -0.710972 -0.428055 -1.63439


 -0.643948 -0.589776 -1.15274
 0.220734 -0.735701 -1.15861


 -0.643948 -0.589776 -1.15274
 -0.238696 -0.736977 -1.13439


 -0.823052 -0.259226 0.812057
 -0.538999 -0.159483 0.0453702


 -0.551717 -0.913217 1.43651
 -0.149347 -0.793273 1.61705


 -0.141523 -0.836813 0.00345384
 -0.0193614 -0.85823 0.677091


 -0.141523 -0.836813 0.00345384
 0.481976 -0.50551 -0.204067


 0.240669 -0.679438 1.76367
 0.239143 -0.712391 1.0728


 0.239143 -0.712391 1.0728
 0.852496 -0.893025 0.920311


 0.143385 -0.713583 2.82032
 0.916434 -0.799315 2.65653


 0.143385 -0.713583 2.82032
 0.125241 -0.54516 2.301


 0.143385 -0.713583 2.82032
 0.401062 -0.829908 -2.88994


 0.143385 -0.713583 2.82032
 -0.221514 -0.705137 2.90133


 -0.526236 -0.686246 -3.04353
 0.143385 -0.713583 2.82032


 -0.526236 -0.686246 -3.04353
 -0.691691 0.11635 -2.92279


 -0.526236 -0.686246 -3.04353
 -0.90447 -0.730111 2.99037


 0.125241 -0.54516 2.301
 0.240669 -0.679438 1.76367


 0.841027 0.879882 -0.443578
 0.9 0.9 0


 0.763865 0.472048 1.46355
 0.480971 0.53151 1.93069


 0.220734 -0.735701 -1.15861
 0.293506 -0.980832 -1.40439


 0.293506 -0.980832 -1.40439
 0.813908 -0.582944 -1.85391


 0.293506 -0.980832 -1.40439
 0.511785 -0.6765 -1.49446


 -0.238696 -0.736977 -1.13439
 -0.0752575 -0.78698 -0.891631


 -0.702981 0.293507 -0.717793
 -0.763135 0.613494 -0.324126


 -0.763135 0.613494 -0.324126
 -0.890747 0.375016 -0.026414


 -0.710972 -0.428055 -1.63439
 -0.819317 0.0579585 -1.4707


 -0.819317 0.0579585 -1.4707
 -0.702981 0.293507 -0.717793


 -0.765443 -0.734248 -2.02852
 -0.983892 -0.353863 -2.58069


