 -0.9 -0.9 0
 -0.936416 0.431942 2.72347


 -0.9 -0.9 0
 -0.899592 0.26248 -2.31575


 -0.9 -0.9 0
 0.552738 -0.703901 2.89093


 -0.9 -0.9 0
 -0.875019 -0.308165 0.663424


 -0.9 -0.9 0
 0.388276 -0.606188 0.291576


 -0.9 -0.9 0
 -0.134269 -0.810016 1.71371


 -0.9 -0.9 0
 -0.657998 -0.49205 -1.5822


 -0.9 -0.9 0
 -0.761818 0.400273 0.748704


 -0.9 -0.9 0
 -0.3777 -0.869105 2.22894


 -0.9 -0.9 0
 0.311208 -0.889961 -0.24383


 -0.9 -0.9 0
 -0.555091 -0.999641 2.46109


 -0.9 -0.9 0
 -0.278574 -0.690542 0.711919


 -0.9 -0.9 0
 -0.673156 -0.68852 -1.73608


 -0.9 -0.9 0
 -0.123259 -0.871597 0.431659


 -0.9 -0.9 0
 0.0520006 -0.905656 -0.0301336


 -0.9 -0.9 0
 -0.656367 -0.996786 1.82891


 -0.9 -0.9 0
 -0.997463 0.512246 -0.0654019


 -0.9 -0.9 0
 -0.6895 -0.761996 -1.45518


 -0.9 -0.9 0
 -0.425662 -0.592172 0.681133


 -0.9 -0.9 0
 -0.474073 -0.754402 0.0502843


 -0.9 -0.9 0
 -0.921778 -0.983043 -0.815671


 -0.9 -0.9 0
 -0.437664 -0.980815 -1.40371


 -0.9 -0.9 0
 -0.253459 -0.731799 -0.0891433


 -0.9 -0.9 0
 -0.780311 -0.421922 -1.26452


 -0.9 -0.9 0
 -0.939461 -0.993732 -0.531484


 -0.9 -0.9 0
 -0.581729 -0.808562 -0.44137


 -0.9 -0.9 0
 -0.772777 -0.839858 -0.510889


 -0.9 -0.9 0
 -0.866144 -0.808767 -0.78439


 0.9 0.9 0
 0.873306 -0.309534 2.55008


 0.9 0.9 0
 0.864791 -0.0386455 0.601229


 0.9 0.9 0
 0.0318269 0.832141 -3.09363


 0.9 0.9 0
 -0.936416 0.431942 2.72347


 0.9 0.9 0
 0.657777 -0.441525 1.72617


 0.9 0.9 0
 0.318201 0.889018 -2.25904


 0.9 0.9 0
 0.628324 -0.191662 2.48539


 0.9 0.9 0
 0.552738 -0.703901 2.89093


 0.9 0.9 0
 -0.13906 0.671996 3.08365


 0.9 0.9 0
 0.0908687 0.743024 -3.10948


 0.9 0.9 0
 0.689712 0.676595 -0.537223


 0.9 0.9 0
 0.58519 0.739822 0.175102


 0.9 0.9 0
 0.46901 0.91642 0.558093


 0.9 0.9 0
 -0.0503536 0.598939 -0.246307


 0.9 0.9 0
 0.559121 -0.10502 -0.134048


 0.9 0.9 0
 -0.290904 0.837907 -0.596481


 0.9 0.9 0
 0.654357 0.247653 0.753199


 0.9 0.9 0
 0.872913 0.631277 -2.72139


 0.9 0.9 0
 0.692457 0.114681 0.266629


 0.9 0.9 0
 0.599727 0.245422 0.267499


 0.9 0.9 0
 0.583442 0.207989 0.167159


 0.9 0.9 0
 0.712985 0.814323 0.0613036


 0.9 0.9 0
 0.710734 0.536823 0.429947


 0.9 0.9 0
 0.71395 0.617332 0.161582


 0.9 0.9 0
 0.736437 0.976032 -0.371171


 0.873306 -0.309534 2.55008
 0.9 0.9 0


 0.873306 -0.309534 2.55008
 0.864791 -0.0386455 0.601229


 0.873306 -0.309534 2.55008
 0.657777 -0.441525 1.72617


