-0.9 -0.9 0 
-0.737632 -0.869964 -0.175632 
-0.575263 -0.839927 -0.351263 
-0.412895 -0.809891 -0.526895 
-0.250527 -0.779854 -0.702527 
-0.127066 -0.755596 -0.83419 
-0.00360524 -0.731339 -0.965853 
0.100402 -0.70997 -1.07553 
0.204409 -0.688602 -1.18521 
0.269508 -0.673012 -1.25092 
0.334608 -0.657423 -1.31663 
0.380253 -0.644723 -1.36035 
0.425899 -0.632023 -1.40408 
0.432637 -0.625101 -1.40384 
0.439375 -0.61818 -1.40359 
0.446113 -0.611259 -1.40335 
0.452851 -0.604337 -1.40311 
0.454439 -0.601296 -1.40118 
0.456027 -0.598256 -1.39925 
0.457615 -0.595215 -1.39732 
0.459203 -0.592174 -1.39539 
0.460791 -0.589133 -1.39347 
0.462379 -0.586093 -1.39154 
0.463967 -0.583052 -1.38961 
0.465555 -0.580011 -1.38768 
0.47211 -0.562846 -1.3736 
0.478665 -0.545681 -1.35952 
0.48522 -0.528516 -1.34544 
0.491775 -0.511351 -1.33136 
0.50119 -0.486024 -1.31024 
0.510605 -0.460698 -1.28912 
0.52002 -0.435371 -1.268 
0.529435 -0.410045 -1.24688 
0.544571 -0.368395 -1.21169 
0.559706 -0.326746 -1.1765 
0.574841 -0.285097 -1.14132 
0.589977 -0.243447 -1.10613 
0.610912 -0.176583 -1.04517 
0.631847 -0.109718 -0.984211 
0.652783 -0.0428537 -0.923254 
0.673718 0.0240108 -0.862296 
0.700534 0.124983 -0.763875 
0.727349 0.225954 -0.665454 
0.754164 0.326926 -0.567033 
0.780979 0.427898 -0.468612 
0.810734 0.545924 -0.351459 
0.84049 0.663949 -0.234306 
0.870245 0.781975 -0.117153 
0.9 0.9 0 

